"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
73,24511,3328,3,36,4,59656,18,1018,41,783,28,282,11633,9,43,8,1548,28,8335,313,26132,834,242,691,77,32,16,95594,55,58927,4713,62515,17499,114206,58520,22,35681,25,62317,541,117,294587,21,11,1,115,248,1696,738
9,193286,7762,2,13,1,143973,50,1212,1264,87,10,1745,58837,47,6,19,488,34,13541,250,19604,1322,37,76,192,12,14,22754,41,203875,6319,53349,210678,52795,87872,56,6824,161,144714,87,38,375002,11,121,7,45,311,339,182
84,83307,11620,9,25,4,69564,676,1478,140,513,16,2130,45608,7,2,25,254,11,3367,247,22775,492,89,352,155,41,13,28803,119,113377,6407,348551,62384,24249,128966,116,3459,19,7539,42,109,80271,4,507,7,484,84,402,932
7,43941,1623,3,9,5,63818,44,279,216,302,64,2090,24698,60,2,4,506,29,16465,445,11488,1755,118,584,396,26,7,9153,541,77987,2007,560426,51479,253043,14341,28,25384,129,38720,948,48,271323,1,38,13,270,1073,2749,320
64,24159,3755,1,16,10,102776,45,1260,752,162,7,1132,50022,24,20,25,812,20,3083,73,30313,153,143,125,45,89,2,117756,19,2077271,7170,104697,70086,146069,191659,20,4585,20,892320,349,88,8041,11,26,5,501,176,996,362
16,27990,3092,5,32,2,36809,118,284,161,282,202,2510,65661,6,4,6,939,15,3753,211,18079,749,356,101,139,11,11,37497,189,64436,9378,368984,11296,52279,299008,22,29565,10,37227,55,93,65050,4,149,28,204,94,6751,3056
10,28958,5135,33,20,8,542818,137,167,78,57,6,2123,36211,92,16,25,192,23,3191,1522,26213,89,65,73,16,4,9,20075,141,167281,3430,71267,382331,69589,130943,76,25680,37,319137,760,11,14985,7,50,4,479,271,856,1474
50,11503,7953,18,71,3,84502,622,253,50,892,3,742,58696,180,9,191,113,71,1698,76,14579,275,326,34,15,20,85,90266,75,27762,4580,255932,169200,29525,356352,42,18501,18,23873,188,43,447334,6,26,12,2094,222,56,1472
52,7417,3137,3,103,13,122973,319,437,57,679,9,447,54848,20,6,28,446,3,1927,649,11613,110,480,239,58,232,10,35151,149,165290,3000,82719,158159,91188,580711,70,15420,49,44732,125,49,121079,3,150,2,1828,350,589,3005
13,5151,14404,24,34,27,108886,235,54,803,2030,30,937,25215,16,1,27,174,63,12182,454,11075,191,186,144,26,298,15,22005,29,246664,1980,3769,129087,78403,261033,154,4518,46,70674,88,31,24324,9,37,4,1289,207,1086,731
47,63923,2778,4,8,3,4827,293,2843,285,1910,137,3153,18719,4,3,17,182,18,4871,433,9274,1505,554,56,31,24,4,35499,114,75200,12866,21334,20577,206196,215994,110,6247,14,66647,172,43,52023,2,58,14,572,219,3944,1143
22,65452,1448,6,25,2,48912,286,254,225,791,6,2767,51418,20,5,21,196,31,8399,426,19549,312,64,107,134,14,13,3387,9,36608,21723,122958,48770,31005,61067,114,13255,61,148471,152,19,49293,14,156,15,582,160,2022,1642
94,64895,6671,2,15,4,52263,236,445,437,5545,11,871,14697,13,4,20,89,211,4869,294,18644,228,115,327,176,30,23,52884,92,334167,2964,8029,41749,48151,55966,104,8749,6,37727,56,35,54879,1,26,9,2214,396,477,1004
9,15247,2952,1,8,5,70231,99,2318,1361,627,160,8202,82073,33,4,8,346,24,6294,168,5650,651,279,249,69,9,5,25506,46,32060,15079,492556,68387,83339,457145,47,44468,2,57199,702,70,130934,4,21,8,1754,221,1069,622
14,17248,438,7,57,5,128740,88,350,18,448,59,1697,110211,50,2,21,496,13,3701,963,12759,1346,311,11,3,30,19,49694,17,72135,14301,655338,193614,132706,118225,18,21043,38,129286,131,21,161715,9,17,13,111,227,1261,2057
24,33992,1965,1,5,1,20110,50,481,1653,633,18,3306,22044,10,20,45,673,29,24872,532,6525,144,46,498,166,25,14,11266,18,443380,4999,75061,39351,46054,111462,30,31560,52,372206,535,41,22420,6,91,5,664,82,3783,1363
17,22673,2581,4,11,4,132208,792,2324,90,132,31,1591,8836,10,2,9,242,24,1711,822,14734,630,228,181,66,26,10,80787,30,124225,3475,28417,67717,82782,123869,204,7768,23,80120,544,54,54941,1,93,4,515,102,1451,1272
21,29154,1442,1,7,4,18964,108,1712,43,419,27,4901,30631,8,3,35,472,13,3039,910,10405,609,213,43,228,42,52,20464,135,61387,7055,532189,198185,42783,164826,55,22552,46,7430,791,56,166465,5,51,4,531,576,1089,800
12,17403,1120,1,5,5,36579,122,328,60,435,11,682,29266,45,4,217,575,7,15263,303,3899,349,116,222,884,81,12,8261,32,42106,7580,135009,48684,48553,44425,22,6899,100,202418,951,438,221656,1,201,12,1331,1009,1294,208
30,35066,3046,6,14,5,35174,259,410,72,412,13,1323,39743,21,3,23,622,20,11180,512,4545,591,66,111,116,58,8,31887,58,134086,6418,154947,278709,35807,96499,14,28262,18,205684,720,197,74760,6,83,7,243,110,4735,1714
31,12847,7244,10,45,31,37917,1027,254,413,675,87,5474,9678,4,5,26,75,125,1072,330,8089,1491,132,49,8,32,6,61021,46,452436,5254,28432,40122,141491,198539,29,11337,12,57160,40,79,26704,2,28,22,742,555,9684,2492
101,60658,3248,2,15,7,26998,321,284,606,603,24,813,10396,42,15,10,159,137,3665,159,7900,131,116,662,85,15,11,16622,239,138589,11642,52356,30606,53865,75309,27,45947,27,94488,95,32,15740,5,5,10,1864,104,2624,2948
18,97175,5522,6,16,1,14840,365,1738,27,648,25,1748,35156,47,1,25,602,22,4591,517,10134,303,226,52,216,12,13,26251,39,241904,5610,38800,44384,19107,24107,48,135115,12,220255,160,59,14952,5,103,5,1705,164,1421,427
10,196451,4610,3,8,2,461021,509,966,121,287,5,740,10606,51,5,48,237,12,3837,191,28496,1157,59,41,58,8,12,35431,11,91692,9821,49360,314004,77508,102958,25,38273,3,243752,138,15,143113,8,33,4,51,42,4685,2538
26,13219,5140,8,21,15,71846,947,316,76,1093,40,1438,38944,4,13,24,483,25,2009,157,5505,96,196,480,48,106,12,12820,20,1897184,1832,20264,10288,33983,184164,57,23013,22,197728,550,60,7951,3,37,5,6397,211,2807,811
17,60989,3302,3,1,3,118472,22,203,194,1177,64,2025,37608,14,7,19,65,44,7258,35,6459,573,114,37,286,40,11,5485,44,129757,5609,178112,115284,244088,110627,95,6621,88,124641,555,78,14413,3,121,4,836,3907,248,308
291,101129,2826,3,12,5,108953,18,88,116,3677,21,41,8003,4,4,15,889,1,10960,114,105272,1151,137,172,100,355,62,7115,87,30866,20466,58698,126666,306771,15145,18,950,283,72566,4457,65,46856,7,55,1,298,799,840,238
27,31123,4196,6,7,4,57140,80,120,833,854,4,1115,3179,19,15,198,308,39,4279,240,5762,107,65,251,78,138,20,30430,48,88732,7146,83989,213986,143833,81278,24,18902,33,444917,763,119,7460,7,40,4,2429,450,3901,814
71,42132,3280,6,12,4,21162,2324,1660,166,203,4,986,220210,16,11,14,144,93,3841,435,21220,459,970,116,153,53,38,8882,54,49114,6883,95069,34979,26061,73568,19,27361,15,67358,33,26,74053,8,160,19,292,49,4254,1543
150,64026,7781,3,18,1,180010,346,2493,282,96,12,724,57121,29,14,21,1070,23,5683,259,7084,381,285,359,23,15,11,32702,67,324733,4911,57888,140082,60510,75419,130,15964,21,28098,235,14,80250,4,45,5,340,208,81,589
138,49486,24938,5,12,2,25772,773,900,241,610,41,873,15763,16,9,53,385,49,6629,433,7065,312,248,122,216,12,13,3189,12,57732,15723,37045,46123,4335,211993,58,27465,23,37045,438,57,47609,3,115,3,1003,79,749,1595
14,51503,2247,1,4,3,8691,113,286,41,469,9,1245,16211,31,17,224,343,7,36700,835,9377,76,103,389,685,12,5,9580,2,744334,5622,231399,70590,50674,208211,11,54587,61,779128,278,16,8344,6,185,6,1451,198,1500,684
6,13419,3525,5,6,3,55796,843,1203,32,129,10,2362,49777,11,4,5,220,2,3598,561,7992,387,355,143,40,50,12,117072,123,92726,2952,204648,78559,66947,281756,138,11607,33,100059,402,62,34931,9,81,10,218,177,1566,455
54,6316,3719,2,1,12,115622,69,160,56,338,29,173,20256,6,10,3,397,8,3881,39,3975,332,329,367,104,890,25,11737,266,43320,2751,135896,69148,525331,100693,173,2957,72,40006,563,187,216359,1,215,4,526,1357,1033,557
46,11259,1449,8,23,3,15223,222,366,57,631,21,796,125680,18,2,6,709,24,691,309,9528,528,85,82,29,32,41,8563,43,100376,10690,293529,81565,22631,52650,125,122539,16,52052,102,36,27457,21,313,14,734,47,1120,5180
24,40343,60458,15,6,6,35496,180,287,1135,497,22,418,19636,98,5,14,52,99,10211,58,5107,240,127,544,20,78,3,15490,114,361248,6096,14538,29925,234849,61741,179,8563,17,38263,46,224,62915,2,56,11,2822,408,2624,2249
26,11133,2832,13,8,1,70277,137,511,194,1289,6,1051,15986,3,33,48,355,17,7965,66,2630,146,229,484,54,66,23,10928,29,199255,7320,24194,67531,51377,403890,32,15575,35,420897,274,182,16620,4,213,2,824,65,5072,2896
22,18673,6377,5,13,3,43654,291,503,352,606,32,4229,13547,3,25,109,398,17,6270,156,3493,251,24,141,31,21,40,51709,16,93184,2566,26695,75006,162609,791408,34,103248,6,68901,357,77,116390,1,29,3,4313,102,2333,4316
94,2340,960,22,11,28,27900,861,95,261,2993,26,453,9672,4,6,11,37,46,430,46,10627,582,64,134,16,350,15,75375,82,53806,8581,818317,43857,255096,792541,25,12220,6,75011,245,447,323734,7,58,20,55,335,884,11750
14,69922,246,1,9,2,63414,127,513,122,252,8,634,24521,15,7,87,424,13,44786,463,4721,279,193,330,587,29,10,25226,11,28476,29454,268104,304619,10381,64194,69,38288,35,50175,134,128,37549,3,650,5,814,455,5186,36
30,35990,4582,5,2,11,7771,70,412,524,3265,63,2672,62616,5,2,4,369,28,3095,78,3794,552,154,28,78,14,7,110126,86,74281,6516,303283,32590,61362,65471,12,28655,10,81409,370,512,98631,5,35,20,352,658,978,1148
8,29959,3384,4,6,2,163545,102,271,443,48,6,3026,244018,41,19,29,148,8,15650,592,10406,853,79,24,146,32,10,13805,23,13964,12034,105479,195367,113839,145680,32,39072,25,114495,732,26,12229,3,121,12,880,181,6534,1293
31,60425,2128,4,2,5,252978,124,395,307,164,4,935,261973,7,12,19,186,26,11516,237,15142,966,94,40,121,62,6,29762,22,69803,35925,168151,49735,73111,43691,2,16295,32,50559,355,55,124961,26,76,4,797,207,2801,807
87,41393,10085,34,7,34,75719,66,147,46,977,26,168,11874,1,4,64,181,56,2019,82,17329,376,157,470,36,634,8,44320,70,82316,6884,47422,41415,81138,356033,361,635,50,34976,164,109,63239,1,96,8,3148,45,2061,282
71,7232,8892,11,4,24,213555,23,339,314,363,9,207,8268,6,21,47,258,13,7143,47,29131,114,370,1066,90,63,10,13589,65,526271,1727,56235,45422,794856,241165,45,6616,12,53332,464,123,8359,1,48,6,2672,566,4544,830
53,10460,3681,15,89,10,7884,123,599,11,2846,17,950,72496,3,6,4,357,7,21240,22,11633,812,142,247,84,191,14,19416,409,12836,16831,247319,10591,88605,344020,127,3394,39,13071,457,1004,224861,14,59,21,99,76,907,2072
29,37263,1035,3,3,17,19758,170,221,109,3097,79,1876,30331,15,2,5,407,51,12465,181,32347,1357,103,170,375,15,77,14861,77,84989,7245,106709,31256,20648,202246,68,14158,16,396531,574,74,68966,8,118,32,95,266,529,1321
27,2066,1972,6,4,9,38012,171,111,478,1258,65,963,41798,6,5,19,171,39,1630,48,2069,174,57,405,74,356,19,27203,45,61655,3608,78916,30491,341669,291748,31,14863,27,117339,160,630,33567,3,17,11,831,287,1671,1820
87,14911,6232,37,5,4,226249,86,1397,2894,461,14,3073,24755,16,7,24,119,474,1379,215,137723,4455,82,88,11,57,177,17817,26,21800,73246,61020,139315,487977,53798,88,17150,5,12098,323,7,353951,12,9,1,158,82,269,6736
22,69492,1416,7,5,11,47387,421,447,48,1221,11,582,54713,26,2,24,183,22,722,264,50442,792,94,72,54,19,11,71334,13,32346,3970,355361,196602,192031,85718,21,1339,33,233361,986,39,68199,10,47,7,512,368,3410,441
15,8021,2249,4,8,9,33920,509,672,50,1111,2,985,6368,13,18,275,533,44,3686,62,7610,362,253,101,43,47,136,16985,3,65813,5218,85676,171783,23388,103177,309,20875,7,148299,173,189,15459,13,938,4,1455,37,956,2156
6,25214,1143,2,8,7,145541,281,617,52,701,67,699,11257,13,5,91,404,12,3892,146,9678,433,658,30,188,95,22,19439,28,179600,5674,277044,109831,36483,37749,53,31987,10,142639,624,334,34530,2,150,19,1520,210,219,1511
79,18524,5570,4,35,13,19491,290,497,92,3604,40,1016,15186,7,13,19,278,11,1408,31,13896,312,94,123,87,290,8,46519,64,112993,2247,67942,29920,52616,395024,36,3000,8,89587,124,76,83743,4,36,4,783,171,2861,1646
118,31609,923,3,71,10,335110,375,471,49,557,10,744,55158,14,4,18,363,97,3514,208,40048,480,704,25,12,82,11,15546,20,20115,20902,429910,127504,29663,39065,60,5244,31,166790,50,15,29073,25,93,2,78,244,961,1854
42,30556,3973,3,11,2,32127,306,648,104,874,9,1395,51419,15,3,48,212,43,1959,22,633,297,114,115,173,116,30,27477,24,267121,16115,391809,72120,49245,141916,5,26695,15,349017,558,332,18414,13,22,9,836,79,4204,1300
16,30234,2109,2,6,5,121142,96,143,166,498,22,281,10867,10,10,218,195,37,8719,51,8209,28,44,243,64,81,12,5475,23,314681,3375,58165,21224,47275,59951,10,7809,40,1451088,306,315,13784,5,350,5,2326,848,4766,317
162,15289,1528,1,74,4,18782,280,1112,8,610,11,1214,19111,7,17,26,2987,3,9230,125,4796,381,485,208,123,151,11,23814,31,233060,10189,102612,151721,12810,269333,5,10622,22,138506,150,181,27203,7,319,4,917,97,3811,1672
5,26709,13922,2,32,6,73606,680,2118,330,847,4,2347,35040,5,9,29,997,64,2002,499,3272,526,198,199,58,79,10,28344,60,12996,21591,82949,77737,7362,176506,36,38116,9,35880,175,96,25664,5,69,5,433,91,7146,1311
29,237927,5475,8,2,1,126690,42,1019,403,532,5,6754,103082,181,56,7,49,14,9943,909,25398,63,44,585,168,5,14,11678,220,296188,10239,121120,21448,1277973,50294,10,28755,43,179419,584,9,90388,11,43,2,263,2657,754,139
69,21450,2453,4,16,6,51181,102,5154,110,2455,12,192,21725,4,27,72,149,32,5507,34,17089,297,171,69,34,85,12,97305,8,64768,43629,56370,112226,45168,143386,14,19152,12,332774,238,274,21151,3,12,4,388,32,6933,980
14,21520,2173,17,10,31,101571,262,140,35,2399,27,3969,3778,57,8,128,132,67,721,119,16611,128,1076,281,141,50,10,14376,15,222184,4608,87393,72888,53575,245798,10,1390,30,1245136,127,126,1983,4,175,7,1763,503,20725,978
45,7103,20560,10,13,30,12099,164,99,164,627,19,1919,6582,2,35,78,341,37,1695,33,3009,66,159,826,67,77,5,384115,16,386573,2308,73210,18223,161164,1566555,17,8373,14,252146,94,248,11875,1,36,17,3325,320,6320,1878
